Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
13.826166356831251,-12.684227992627047,12.64583414966038,6.938257603070909,1.4341680296030968,3.873297220153209,1.214595897320301,2.131573583671484,4.101265727851246,4.977141927738577,2.4758034711394914,2.6660643983852466,0.0
14.423010649979636,-13.687151063598453,13.637553232551154,2.5002294099102507,1.5704571421777809,3.0713980372502045,3.8361994182958608,4.86488845451717,5.8414146941619,6.643053651241592,2.968905829877851,1.92796541462712,1.0
12.969076435500751,-9.292158340642647,13.90843707253373,5.476703374862664,4.484676937341247,8.820589858241574,8.712635851414742,4.343232920228189,2.952836645908483,3.957839892163164,1.2007028104660662,0.7910158802720048,2.0
12.585089884789555,-11.31620878195588,12.984018866175862,4.3674016515784935,0.7682287469648835,0.5587659966633279,-0.6005449374693247,2.950508952255414,3.84273407688673,8.261034680842828,3.326266519354298,1.6158591588886062,3.0
13.630191863899377,-13.826125274727389,10.86590639375019,1.8128145255115853,1.5251433436372617,5.304581341571956,3.593793477152072,4.086090524715525,3.0273846624843963,4.901214298056427,4.030547168663772,3.319416117113039,4.0
15.263613663014054,-18.49076031910399,7.125853153857774,3.4453298694407875,-1.26030947074848,4.997331429063525,4.06465435397515,3.0012018806778977,3.6310845371414073,5.67442564945863,4.05904338810591,1.290322111005347,5.0
16.368567797472096,-20.25803683903452,4.861706546214082,12.059828409314765,-3.0570299462334454,2.0823509279748342,8.191052957022535,4.652822234017092,1.2480233014310582,5.29461760357823,3.988587715853333,0.4329808339663431,6.0
14.530072580205273,-16.321594381612584,9.120055208095446,4.538796361812551,-1.4925032436520065,4.744734431235956,4.8654043364493065,1.6460039447397412,1.7180946598041589,3.98702245919112,2.9680770484656933,2.558175520257607,7.0
14.925852365275238,-13.806911140735965,11.038254261410865,4.622787839936471,2.7523951324251272,6.956544360066975,4.885530659866757,2.292388639265013,2.4054714514392144,3.4493516302766274,4.40985839790635,1.8293542616280145,8.0
15.15297632464151,-13.6156588810962,11.37841288282684,2.5997416647763765,3.34209313845716,8.825042932799168,4.248628368049271,5.147598327128132,3.890636013064879,4.679820406616569,2.849186812540113,2.540622703713668,9.0
15.098530489088708,-11.507163107976314,13.705506704831643,10.321562264923877,3.934786717931245,7.147460433541302,4.7457109207749815,2.3698867428039114,4.0990035151333455,4.799893802020985,2.0713921717416843,4.402948979077523,0.0
15.023401162739932,-14.417399990983668,12.896135261470649,0.4803904983356021,-0.0231624172777139,3.765074505858277,4.799358733775506,5.154042196911974,8.045745338233267,7.910128462478091,2.489299144536317,4.333862219414165,1.0
